PQID,CMT,UNM,CAT
94730,1,schinz,O
94731,28,schinz,O
94732,7,schinz,O
94733,26,schinz,O
94734,15,schinz,O
94735,10,schinz,O
94751,7,Matthias Zenger,O
94752,5,Matthias Zenger,O
94753,28,Matthias Zenger,O
94754,26,Matthias Zenger,O
94755,22,Matthias Zenger,O
94756,20,Matthias Zenger,O
94757,5,Matthias Zenger,O
94758,9,Matthias Zenger,O
94759,4,Matthias Zenger,O
94760,6,Matthias Zenger,O
94761,19,Matthias Zenger,O
94762,10,Matthias Zenger,O
94763,8,Matthias Zenger,O
94764,12,Matthias Zenger,O
94765,3,Matthias Zenger,O
