PQID,CMT,UNM,CAT
92861,1,Karen Tracey,O
92862,7,Karen Tracey,O
92863,2,Karen Tracey,O
92864,1,Karen Tracey,O
92866,18,Malcolm Tredinnick,O
92867,40,Malcolm Tredinnick,O
92868,30,Malcolm Tredinnick,O
92869,10,Malcolm Tredinnick,O
92870,71,Malcolm Tredinnick,O
92871,6,Malcolm Tredinnick,O
92872,57,Malcolm Tredinnick,O
92873,85,Malcolm Tredinnick,O
92874,99,Malcolm Tredinnick,O
92875,81,Malcolm Tredinnick,O
92876,71,Malcolm Tredinnick,O
92877,58,Malcolm Tredinnick,O
92878,71,Malcolm Tredinnick,O
92879,81,Malcolm Tredinnick,O
92880,77,Malcolm Tredinnick,O
92881,67,Malcolm Tredinnick,O
92882,63,Malcolm Tredinnick,O
92883,12,Malcolm Tredinnick,O
92884,63,Malcolm Tredinnick,O
92885,38,Malcolm Tredinnick,O
92886,25,Malcolm Tredinnick,O
92887,44,Malcolm Tredinnick,O
92888,104,Malcolm Tredinnick,O
92889,190,Malcolm Tredinnick,O
92890,74,Malcolm Tredinnick,O
92891,63,Malcolm Tredinnick,O
92892,22,Malcolm Tredinnick,O
92893,31,Malcolm Tredinnick,O
92894,16,Malcolm Tredinnick,O
92895,15,Malcolm Tredinnick,O
92896,82,Malcolm Tredinnick,O
92897,45,Malcolm Tredinnick,O
92898,1,Malcolm Tredinnick,O
92899,1,Malcolm Tredinnick,O
92900,3,Malcolm Tredinnick,O
92901,23,Malcolm Tredinnick,O
92902,32,Malcolm Tredinnick,O
92903,3,Malcolm Tredinnick,O
92907,13,Justin Bronn,O
92908,4,Justin Bronn,O
92909,5,Justin Bronn,O
92910,7,Justin Bronn,O
92911,6,Justin Bronn,O
92912,7,Justin Bronn,O
92913,2,Justin Bronn,O
92914,23,Justin Bronn,O
92915,22,Justin Bronn,O
92916,3,Justin Bronn,O
92917,6,Justin Bronn,O
92918,6,Justin Bronn,O
92919,2,Justin Bronn,O
92920,1,Justin Bronn,O
92921,10,Justin Bronn,O
92922,14,Justin Bronn,O
92923,21,Justin Bronn,O
92924,14,Justin Bronn,O
92925,11,Justin Bronn,O
92926,6,Justin Bronn,O
92927,4,Justin Bronn,O
92928,2,Justin Bronn,O
92929,2,Justin Bronn,O
92930,8,Justin Bronn,O
92931,5,Justin Bronn,O
92932,8,Justin Bronn,O
92933,4,Justin Bronn,O
92934,2,Justin Bronn,O
92935,1,Justin Bronn,O
92936,11,Justin Bronn,O
92937,1,Justin Bronn,O
92938,1,Justin Bronn,O
92939,18,Justin Bronn,O
92940,1,Justin Bronn,O
92941,1,Justin Bronn,O
92942,1,Justin Bronn,O
92943,1,Justin Bronn,O
92944,2,Justin Bronn,O
92945,14,Justin Bronn,O
92946,1,Justin Bronn,O
92947,1,Justin Bronn,O
92984,17,Tim Graham,O
92985,43,Tim Graham,O
92986,18,Tim Graham,O
92987,6,Tim Graham,O
92988,2,Tim Graham,O
92989,4,Tim Graham,O
92990,10,Tim Graham,O
92991,6,Tim Graham,O
92992,1,Tim Graham,O
92993,10,Tim Graham,O
92994,6,Tim Graham,O
92995,7,Tim Graham,O
92996,12,Tim Graham,O
92997,1,Tim Graham,O
92998,4,Tim Graham,O
92999,18,Tim Graham,O
93000,34,Tim Graham,O
93001,42,Tim Graham,O
93002,30,Tim Graham,O
93003,38,Tim Graham,O
93004,17,Tim Graham,O
93005,28,Tim Graham,O
93006,40,Tim Graham,O
93007,22,Tim Graham,O
93008,9,Tim Graham,O
93009,60,Tim Graham,O
93010,31,Tim Graham,O
93011,72,Tim Graham,O
93012,51,Tim Graham,O
93013,48,Tim Graham,O
93014,3,Tim Graham,O
93244,8,James Bennett,O
93245,5,James Bennett,O
93246,11,James Bennett,O
93247,15,James Bennett,O
93248,3,James Bennett,O
93249,1,James Bennett,O
93250,3,James Bennett,O
93251,6,James Bennett,O
93252,35,James Bennett,O
93253,23,James Bennett,O
93254,3,James Bennett,O
93255,8,James Bennett,O
93256,6,James Bennett,O
93257,4,James Bennett,O
93258,4,James Bennett,O
93259,2,James Bennett,O
93260,1,James Bennett,O
93261,9,James Bennett,O
93262,3,James Bennett,O
93263,4,James Bennett,O
93264,4,James Bennett,O
93265,10,James Bennett,O
93266,17,James Bennett,O
93267,11,James Bennett,O
93268,1,James Bennett,O
93269,9,James Bennett,O
93270,4,James Bennett,O
93271,5,James Bennett,O
93272,1,James Bennett,O
93273,6,James Bennett,O
93274,3,James Bennett,O
93275,3,James Bennett,O
93276,7,James Bennett,O
93277,1,James Bennett,O
93278,7,James Bennett,O
93279,6,James Bennett,O
93280,1,James Bennett,O
93281,3,James Bennett,O
93282,3,James Bennett,O
93304,1,Jannis Leidel,O
93305,1,Jannis Leidel,O
93306,8,Jannis Leidel,O
93307,3,Jannis Leidel,O
93308,4,Jannis Leidel,O
93309,2,Jannis Leidel,O
93310,1,Jannis Leidel,O
93311,1,Jannis Leidel,O
93312,1,Jannis Leidel,O
93313,15,Jannis Leidel,O
93314,57,Jannis Leidel,O
93315,54,Jannis Leidel,O
93316,17,Jannis Leidel,O
93317,16,Jannis Leidel,O
93318,36,Jannis Leidel,O
93319,2,Jannis Leidel,O
93320,3,Jannis Leidel,O
93321,21,Jannis Leidel,O
93322,18,Jannis Leidel,O
93323,24,Jannis Leidel,O
93324,48,Jannis Leidel,O
93325,43,Jannis Leidel,O
93326,26,Jannis Leidel,O
93327,55,Jannis Leidel,O
93328,33,Jannis Leidel,O
93329,44,Jannis Leidel,O
93330,82,Jannis Leidel,O
93331,51,Jannis Leidel,O
93332,27,Jannis Leidel,O
93333,20,Jannis Leidel,O
93334,5,Jannis Leidel,O
93335,17,Jannis Leidel,O
93336,3,Jannis Leidel,O
93337,51,Jannis Leidel,O
93338,67,Jannis Leidel,O
93339,4,Jannis Leidel,O
93340,1,Jannis Leidel,O
93341,6,Jannis Leidel,O
93342,8,Jannis Leidel,O
93343,3,Jannis Leidel,O
93344,3,Jannis Leidel,O
93345,5,Jannis Leidel,O
93346,1,Jannis Leidel,O
93347,2,Jannis Leidel,O
93464,23,Gary Wilson Jr.,O
93465,11,Gary Wilson Jr.,O
93466,30,Gary Wilson Jr.,O
93467,33,Gary Wilson Jr.,O
93468,29,Gary Wilson Jr.,O
93469,12,Gary Wilson Jr.,O
93470,23,Gary Wilson Jr.,O
93471,2,Gary Wilson Jr.,O
93472,20,Gary Wilson Jr.,O
93473,1,Gary Wilson Jr.,O
93474,3,Gary Wilson Jr.,O
93475,29,Gary Wilson Jr.,O
93476,45,Gary Wilson Jr.,O
93477,2,Gary Wilson Jr.,O
93478,10,Gary Wilson Jr.,O
93479,2,Gary Wilson Jr.,O
93480,3,Gary Wilson Jr.,O
93481,31,Gary Wilson Jr.,O
93482,6,Gary Wilson Jr.,O
93483,1,Gary Wilson Jr.,O
93484,1,Gary Wilson Jr.,O
93485,8,Gary Wilson Jr.,O
93486,3,Gary Wilson Jr.,O
93487,7,Gary Wilson Jr.,O
